InchiKey,SMILES,logBB,BBclass,fold
NQUFRGRVXSKOFA-UHFFFAOYSA-N,CN(C)CC1=CC=C(O1)SCCNC2=C(C(=C[NH]2)CC3=CC=CC=C3)[N+]([O-])=O,-0.73000001,1,3
NRBIGDVWCXXFLI-UHFFFAOYSA-N,CCOC(=O)c1ncn(c12)c3c(cc(F)cc3)C(=O)N(C2)CCF,-0.14,1,3
NREXYFRLCSMCEL-UHFFFAOYSA-N,CCS(=O)(=O)C1C(C1(C#N)C#N)C2=CC3=C(C=C2)OCO3,,1,7
NRJTVKJEMQETOZ-UHFFFAOYSA-N,CCCC[C@]2([H])C(=O)C(=O)N(C=1C=CC=CC=1)N2C=3C=CC=CC=3,,1,3
NRJVHCSYLGLURI-UHFFFAOYSA-N,CCc2c(OC)nc1nc(cn1c2C)C(=O)c3ccccc3,,1,4
NRNCYVBFPDDJNE-UHFFFAOYSA-N,NC1=NC(=O)C(O1)c2ccccc2,,1,8
NRNSZXFSXWYQSB-UHFFFAOYSA-N,CC1=C(SC=N1)CCC(=O)NC(C2CC(C2)O)C3=CN(N=C3)C,,1,2
NRPCWSUJMWEFOK-UHFFFAOYSA-N,CCCCCNC12C=CC(=O)C3Oc4c(O)ccc5CC1N(C)CCC23c45,,1,2
NRUKOCRGYNPUPR-UHFFFAOYSA-N,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(OC5C(O)C4O)c6sccc6)c7cc8OCOc8cc27,,1,10
NRWFZRWONAGBGB-UHFFFAOYSA-N,CN(C)CC1=CC=C(CSCCNC2=C(Cc3ccccc3)C=CN2)O1,-0.73,1,8
NSYZCCDSJNWWJL-UHFFFAOYSA-N,CCOC(=O)CCC(=O)OC1C(CC(C)OC1OC1C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC1(C)O)N(C)C,,0,8
NSZFBGIRFCHKOE-UHFFFAOYSA-N,CCC5(CC)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,,1,8
NTHXOOBQLCIOLC-UHFFFAOYSA-N,CC(=O)N(C[C@@](O)([H])CO)C=1C([I])=C(C([I])=C(C=1[I])C(=O)NC[C@@](O)([H])CO)C(=O)NC[C@@](O)([H])CO,,0,10
NTJOBXMMWNYJFB-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c2cc(c(N)cc2OC)S(=O)(=O)CC,,1,2
NTNHYNXHZGEEOM-UHFFFAOYSA-N,CCC(C)N1CCN(CC1)c2ccc(I)cc2,1.38,1,10
NTNHYNXHZGEEOM-UHFFFAOYSA-O,CCC(C)[NH+]1CCN(c2ccc(I)cc2)CC1,1.38,1,7
NTYKIFFNZLTOFT-UHFFFAOYSA-N,Oc1ccc(NC(=O)C(Cl)(Cl)Cl)cc1,,1,6
NTYYDJWPKCQQIB-UHFFFAOYSA-N,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0.240409848,1,8
NUBMPIKHQPKNNS-UHFFFAOYSA-N,BrCC(O)(Br)Br,,1,1
NUMQCACRALPSHD-UHFFFAOYSA-N,CC(C)(C)OCC,0.22,1,8
NUNIWXHYABYXKF-UHFFFAOYSA-N,CN(C)CCOC(c1ccccc1)c2ccc(Br)cc2,,1,3
NUVFVGKJFZEAQZ-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=CC(=C(C=C5OC)OC)OC)O4,,0,2
NVDBBGBUTKLRSN-UHFFFAOYSA-N,O=c2[nH]c1ccccc1n2C4CCN(CCOc3ccccc3)CC4,,1,6
NVJBOLMRGMDGLD-UHFFFAOYSA-N,CNCCCN(c(c12)ccc(c1)O)c3c(CC2)cccc3,0.529999985,1,3
NVJBOLMRGMDGLD-UHFFFAOYSA-O,C[NH2+]CCCN1C2=C(CCC3=CC=CC=C31)C=C(C=C2)O,0.529999985,1,7
NVOYVOBDTVTBDX-UHFFFAOYSA-N,CC[N+]1(C)[C@]2([H])C[C@@]([H])(C[C@]1([H])[C@]3([H])O[C@]23[H])OC(=O)[C@@]([H])(CO)C=4C=CC=CC=4,,0,8
NVXPZMLRGBVYQV-UHFFFAOYSA-N,CNC2CCC(c1ccccc1)c3ccccc23,,1,8
NWFXVIODKCPIRN-UHFFFAOYSA-N,C=CC[C@]1(C(=C)NC(O)=NC1=O)[C@](C)([H])CCC,,1,8
NWIBSHFKIJFRCO-UHFFFAOYSA-N,COC23C1NC1CN2C4=C(C3COC(N)=O)C(=O)C(=C(C)C4=O)N,,0,7
NWIUTZDMDHAVTP-UHFFFAOYSA-N,CC(C)NCC(O)COc(cc1)ccc1CCOCC2CC2,0.389999995,1,3
NWIUTZDMDHAVTP-UHFFFAOYSA-O,CC(C)[NH2+]CC(O)COc1ccc(CCOCC2CC2)cc1,0.38999999,1,4
NWJQIUPQBDVVLW-UHFFFAOYSA-N,CSC(=O)C3(OC(C)=O)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C,,1,6
NWPJLRSCSQHPJV-UHFFFAOYSA-N,NC(=O)C4(CCN(CCCN2c1ccccc1CCc3ccccc23)CC4)N5CCCCC5,,1,4
NXCQWJVQBOUELO-UHFFFAOYSA-N,C#C[C@@]4(O)CC[C@]3([H])[C@]2([H])CC[C@]1([H])CC(=O)CCC1=C2[C@@]([H])(C[C@@]34C)C5=CC=C(C=C5)N(C)C,,1,5
NXFQHRVNIOXGAQ-UHFFFAOYSA-N,[O-][N+](=O)C2=C/C=C(/C=N/N1CC(=O)NC1=O)O2,-2.09,0,4
NXJWVCHVPUCWJS-UHFFFAOYSA-N,CCOC(=O)N2CCC(=O)N(c1ccccc1)c3cc(Cl)ccc23,,1,4
NXMZBNYLCVTRGB-UHFFFAOYSA-N,O=S(c1ccc(C2=C3C=CC=NN3N=C2c4ccc(OCC)cc4)cc1)(C)=O,0.18,1,8
NXQMNKUGGYNLBY-UHFFFAOYSA-N,CC(C)NCC(O)COc(cc1C)ccc1,0.298,1,9
NXQMNKUGGYNLBY-UHFFFAOYSA-O,Cc1cccc(OCC(O)C[NH2+]C(C)C)c1,0.28,1,8
NYISTOZKVCMVEL-UHFFFAOYSA-N,COCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3F,,1,7
NYKCGQQJNVPOLU-UHFFFAOYSA-N,CN(C2CCC1(CCCO1)CC2N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4,,1,7
NYMGNSNKLVNMIA-UHFFFAOYSA-N,CC(C)NNC(=O)c1ccncc1,,1,5
NYSDRDDQELAVKP-UHFFFAOYSA-N,c1cc(F)ccc1C(=O)NCCN2CCN(CC2)c3cccc(c34)OC(CO4)CO,-0.448999997,1,3
NYSDRDDQELAVKP-UHFFFAOYSA-O,O=C(NCC[NH+]1CCN(c2cccc3c2OCC(CO)O3)CC1)c1ccc(F)cc1,-0.447,1,5
NZASCBIBXNPDMH-UHFFFAOYSA-N,CCC1(CC)C(=O)NC=CC1=O,,1,4
NZBGPQIBCIBEQA-UHFFFAOYSA-N,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)CN1CCCC1)=O,,1,6
NZCRJKRKKOLAOJ-UHFFFAOYSA-N,COC1C=COC6(C)Oc5c(C)c(O)c4c(O)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C)c2c(nc3cc(C)ccn23)c4c5C6=O,,0,10
NZDASSHFKWDBBU-UHFFFAOYSA-N,CC4(C)SC3C(NC(=O)C(C(=O)Oc1ccccc1)c2ccccc2)C(=O)N3C4C(O)=O,,0,7
NZKNHIQZWSVJGP-UHFFFAOYSA-N,CC(C)NS(=O)(=O)CCN2C(=O)c1ccccc1C2=O,,1,1
NZLVRVYNQYGMAB-UHFFFAOYSA-N,CN1CCC(CC1)=C3c2ccccc2Sc4ccccc34,,1,7
NZUPCNDJBJXXRF-UHFFFAOYSA-O,C[C@@]([H])(C[N+](C)(C)C)OC(N)=O,,0,1
NZXHFDXOCVIYLO-UHFFFAOYSA-N,CC=1NC(=O)C(C#N)=C(N=1)NC/C2=C/C=CN=C2,,1,4
NZXKDOXHBHYTKP-UHFFFAOYSA-N,CCC#CC(C)C1(CC=C)C(=O)N(C)C(=O)NC1=O,-0.06375,1,2
OAMMLDQTXRLECW-UHFFFAOYSA-N,C=CC(C12)CC(CC2)C(C1)C(O)c3ccnc(c34)ccc(c4)OC,-0.3,1,3
OAXXZZBGZDNSGE-UHFFFAOYSA-N,c1(c2ccncc2)c(c3ccccc3)nnc(N4CCN(c5ncccn5)CC4)c1,-0.16,1,7
OBDOVFRMEYHSQB-UHFFFAOYSA-N,C=CCNC=1N=C(N=C(N=1)N2CCN(CC2)C([H])(C3=C/C=C(/[F])C=C3)C4=C/C=C(/[F])C=C4)NCC=C,,1,10
OBDSVYOSYSKVMX-UHFFFAOYSA-N,C[CH](Cc1ccccc1)N(C)C,,1,7
OBUWKSYNYYMZNZ-UHFFFAOYSA-N,c12c(C(N(Cc3n1cnc3c1noc(n1)C(CO)(CO)C)C)=O)c(ccc2)Cl,-1.82,0,5
OBWGMKKHCLHVIE-UHFFFAOYSA-N,CN1CCN(CC1)C3=Nc2cc(F)ccc2Cc4ccccc34,,1,1
OCDYNPAUUKDNOR-UHFFFAOYSA-N,CN5CCN(CCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4)C5=O,,1,9
OCFOTEIMZBKQFS-UHFFFAOYSA-N,NCCC(O)CNC2CC(N)C(OC1OC(CN)C(O)C(O)C1O)C(O)C2OC3OC(CO)C(O)C(N)C3O,,0,4
OCGWWLDZAFOHGD-UHFFFAOYSA-N,CC(C)(O)C(F)(F)F,,1,10
OCHNIEZVJROLLV-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)C(=O)OC3CCCCC3,,1,1
OCLRGULJISNUQS-UHFFFAOYSA-N,CC(=O)OCC1=C(N4C(SC1)C(NC(=O)c2c(C)onc2c3ccccc3Cl)C4=O)C(O)=O,,0,7
OCUJLLGVOUDECM-UHFFFAOYSA-N,CNCC(O)c1ccc(c(c1)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C,,0,6
OCXLBOACUPDBRL-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(=O)c3ccc(Cl)cc3,,1,10
ODEGQXRCQDVXSJ-UHFFFAOYSA-N,CCC1CN(C)CCC1(OC(=O)CC)c2ccccc2,,1,8
ODKNJVUHOIMIIZ-UHFFFAOYSA-N,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,,0,7
ODQWQRRAPPTVAG-UHFFFAOYSA-N,CN(C)CC/C=C\1c(cccc2)c2OCc(c13)cccc3,1,1,8
ODRQYAHPAJZPQP-UHFFFAOYSA-N,CCCCNCC2COc1ccccc1O2,,1,5
ODUOJXZPIYUATO-UHFFFAOYSA-N,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,,1,1
ODXYYPIOITXURW-UHFFFAOYSA-N,CN(C)Cc1c(cccc1)Sc(c2N)ccc(F)c2,0.2,1,6
OELFLUMRDSZNSF-UHFFFAOYSA-N,CC(C)([H])[C@]1([H])CC[C@@]([H])(CC1)C(=O)N[C@]([H])(C/C2=C/C=CC=C2)C(O)=O,,1,1
OEURWEHMCXSZMU-UHFFFAOYSA-N,[O-][N+](C1=CC=NC1NCCSCc2ncccc2Br)=O,,1,6
OEXHQOGQTVQTAT-UHFFFAOYSA-N,CC(C)([H])[N+]1(C)[C@]2([H])CC[C@]1([H])C[C@@]([H])(C2)OC(=O)[C@@]([H])(CO)C3=CC=CC=C3,,0,4
OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO,,1,2
OFBIFZUFASYYRE-UHFFFAOYSA-N,CCOC(=O)c1ncn(c12)c3c(C(=O)N(C)C2)cc(F)cc3,-0.289999995,1,7
OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,0.72435567,1,5
OFHCOWSQAMBJIW-UHFFFAOYSA-N,C=C3/C(=C\C=C1/CCC[C@]2(C)[C@]1([H])CC[C@@]2([H])[C@](C)([H])CCCC(C)(C)[H])C[C@@](O)([H])C[C@]3(O)[H],,1,8
OFKRKCHCYWQZLY-UHFFFAOYSA-N,CC1=C(N3C(SC1)C(NC(=O)C(N)c2cccc(NS(C)(=O)=O)c2)C3=O)C(O)=O,,0,4
OFVLGDICTFRJMM-UHFFFAOYSA-N,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)cccc3C4(C)O,,0,4
OFVXPDXXVSGEPX-UHFFFAOYSA-N,Fc1ccccc1C3=NCC(=O)N(CC2CC2)c4ccc(Cl)cc34,,1,10
OGEAASSLWZDQBM-UHFFFAOYSA-N,Brc1cc(C)c(CCCCNC(NC=C2Cc3ccc(C)nc3)=NC2=O)nc1,-1.8775,0,9
OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N3CCNCC3,-1.15,0,2
OGNRRAFRDFGFKA-UHFFFAOYSA-N,CN(C)CCOC(c1ccccc1)c2ccccc2C(C)(C)C,,1,4
OGPWIDANBSLJPC-UHFFFAOYSA-N,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4C(=O)CO,,1,5
OGSPWJRAVKPPFI-UHFFFAOYSA-N,NCCCC(O)([P](O)(O)=O)[P](O)(O)=O,,0,4
OGWKCGZFUXNPDA-UHFFFAOYSA-N,CCC9(O)CC3CN(CCc1c([nH]c2ccccc12)C(C3)(C(=O)OC)c4cc5c(cc4OC)N(C=O)C6C(O)(C(OC(C)=O)C7(CC)C=CCN8CCC56C78)C(=O)OC)C9,-1.03,0,10
OGWNKQBYDIKVII-UHFFFAOYSA-N,O=[N+]([O-])C1=C(NC=C1)NCCSCc2ccccn2,-0.660000015,1,6
OGXBVBBMMWSZJO-UHFFFAOYSA-N,CCOC(=O)N(Cc1ccccc1)C2CC2,,1,8
OGZHZYVCWDUIJV-UHFFFAOYSA-N,CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC3(C)C4(O5)C(=O)CF,,1,2
OGZMBUZELHMEHR-UHFFFAOYSA-N,C/C1=C/C=C(C=C1)C=3N=C2C=CC(C)=CN2C=3CC(=O)N(CCC)CCC,,1,4
OHKCLOQPSLQCQR-UHFFFAOYSA-N,CC(C)=CCN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45,,1,8
OHXPGWPVLFPUSM-UHFFFAOYSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O,,0,1
OIECDSKSPRTZHG-UHFFFAOYSA-N,CC3(C)SC2C(NC(=O)C(NS(O)(=O)=O)c1ccccc1)C(=O)N2C3C(O)=O,,0,4
OIGNJSKKLXVSLS-UHFFFAOYSA-N,OCC(=O)[C@@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@H](C(C2)O)[C@]4(C)C(CC3)=CC(=O)C=C4,-0.18,1,8
OIJXLIIMXHRJJH-UHFFFAOYSA-N,COC12CCC3(CC1C(C)(C)O)C4Cc6ccc(O)c7OC2C3(CCN4CC5CC5)c67,,1,10
OILWWIVKIDXCIB-UHFFFAOYSA-N,C1COC(CN1)COc2ccccc2Cc3cccs3,,1,3
OINXXHYENYVYPB-UHFFFAOYSA-N,Oc1ccccc1c2nnco2,,1,10
OIRDTQYFTABQOQ-UHFFFAOYSA-N,Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,,1,2
OJCPSBCUMRIPFL-UHFFFAOYSA-N,CCCC(Cc1ccccc1)N2CCCC2,,1,2
OJGDCBLYJGHCIH-UHFFFAOYSA-N,CN(CC=1/C=C(/[Br])C=C([Br])C=1N)C2([H])CCCCC2,,1,6
OJLOPKGSLYJEMD-UHFFFAOYSA-N,CCCC[C@](C)(O)C/C=C/[C@]1([H])[C@]([H])(CCCCCCC(=O)OC)C(=O)C[C@]1(O)[H],,1,4
OJMMVQQUTAEWLP-UHFFFAOYSA-N,CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,,0,2
OJOSYHJYEWUYGU-UHFFFAOYSA-N,Cn5c(=O)n(C)c4ncn(CCN1CCC(CC1)c2c[nH]c3ccccc23)c4c5=O,,1,3
OJSFTALXCYKKFQ-UHFFFAOYSA-N,COc3ccc(OCC1CN(C)CCC1c2ccccc2)cc3,,1,6
OJYGBLRPYBAHRT-UHFFFAOYSA-N,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,,1,8
OKACKALPXHBEMA-UHFFFAOYSA-N,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,,1,8
OKBVVJOGVLARMR-UHFFFAOYSA-N,Nc1nc(cs1)C(=NOCC(O)=O)C(=O)NC3C2SCC(=C(N2C3=O)C(O)=O)C=C,,0,8
OKCODFSHDQKCQN-UHFFFAOYSA-N,CN(C)CC#CC=C2c1ccccc1C=Cc3ccccc23,,1,4
OKFZCZSKKKVBDG-UHFFFAOYSA-N,Oc2ccc(C=C(C#N)C(=Cc1ccc(O)cc1)C#N)cc2,,0,7
OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,0.02,1,1
OKQHSIGMOWQUIK-UHFFFAOYSA-N,Nc2ncc1ncn(COCCO)c1n2,,1,8
OKWSMPYQIYKVDC-UHFFFAOYSA-N,[C@@]23(Cl)C(C1C([C@](O)([C@@H](C1)C)C(=O)CO)(CC2Cl)C)CCC4=CC(=O)C=CC34C,,1,3
OLBCVFGFOZPWHH-UHFFFAOYSA-N,CC(C)c1c(O)c(C(C)C)ccc1,0.680244505,1,5
OLHBOWPZHXCUNR-UHFFFAOYSA-N,N1CCNC1=Nc2c(Cl)cc(Cl)cc2,0.16,1,3
OLHBOWPZHXCUNR-UHFFFAOYSA-O,Clc1ccc(NC2=[NH+]CCN2)c(Cl)c1,0.16,1,2
OLWRVVHPJFLNPW-UHFFFAOYSA-N,O=C(c1c2ccccc2ncc1)N[C@@H]3CC[C@@H](CCN(C4)CCc5c4ccc(C#N)c5)CC3,0.56,1,4
OLXAYPPTCHXQRE-UHFFFAOYSA-N,CC(C)(O)C(C)(O)c1cccc(Cl)c1,,1,7
OMBAXNRFGPUFNZ-UHFFFAOYSA-N,CC1=CC=CC(C)=C1NC2=NC=C(C3=CC=CC(OCCN4CCCC4)=C3)N5C=NC=C52,-0.05,1,10
OMFXVFTZEKFJBZ-UHFFFAOYSA-N,OCC(=O)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H]([C@@H](C2)O)[C@]4(C)C(CC3)=CC(=O)CC4,-0.5,1,9
OMIRPIDZTUKFCT-UHFFFAOYSA-N,CN(C)CCC(=O)COc1ccc(Cl)cc1,,1,4
OMJKFYKNWZZKTK-UHFFFAOYSA-N,CN(C)N\N=C/1N=CN=C1C(N)=O,,1,10
OMLDMGPCWMBPAN-UHFFFAOYSA-N,c1c(Cl)c(N)cc(OC)c1C(=O)NC2C(OC)CNCC2,-0.22,1,5
OMOMUFTZPTXCHP-UHFFFAOYSA-N,CCCC(CCC)C(N)=O,,1,1
OMPCVMLFFSQFIX-UHFFFAOYSA-N,CC(C)(C)c1cc(c(cc1)OC)CNC(C23)C(N(CC2)CC3)C(c4ccccc4)c5ccccc5,0.460000005,1,7
OMPCVMLFFSQFIX-UHFFFAOYSA-P,COc1ccc(C(C)(C)C)cc1C[NH2+]C1C2CC[NH+](CC2)C1C(c1ccccc1)c1ccccc1,0.46000001,1,7
OMRZBNMXSQDTGA-UHFFFAOYSA-N,CCC(=O)O[C@]2(CCC=1/C=C(/[F])C=CC=1[C@]2([H])C(C)(C)[H])CCN(C)CCCC=4NC=3C=CC=CC=3N=4,,1,3
OMZPZOSWJGZBRV-UHFFFAOYSA-N,C1CCCN1CCn(nc2)c(c23)cc(cc3)NC(=O)Cc4ccc(cc4)OCc5ccccc5,-0.2,1,2
ONBWJWYUHXVEJS-UHFFFAOYSA-N,OC1C=CC2C3Cc4ccc(O)c5OC1C2(CCN3)c45,,1,7
ONJSZLXSECQROL-UHFFFAOYSA-M,O=C([O-])CNC(=O)c1ccccc1O,-0.44,1,8
ONJSZLXSECQROL-UHFFFAOYSA-N,O=C(O)CNC(=O)c1c(O)cccc1,-0.44,1,6
ONKUMRGIYFNPJW-UHFFFAOYSA-N,C#C[C@]4(CC[C@]3([H])[C@]2([H])CCC1=C[C@]([H])(CC[C@]1([H])[C@]2([H])CC[C@@]34C)OC(C)=O)OC(C)=O,,1,6
ONNOFKFOZAJDHT-UHFFFAOYSA-N,OC(=O)CCCCCCNC2c1ccccc1CCc3ccccc23,,1,5
OOBHFESNSZDWIU-UHFFFAOYSA-N,CC1NCCOC1c2ccccc2,,1,6
OOESZOOEEZGPST-UHFFFAOYSA-N,CN2C(CO)CN=C(c1ccccc1Cl)c3cc(Cl)ccc23,,1,3
OOGJQPCLVADCPB-UHFFFAOYSA-N,C/C1=C/C=C(/O)C(=C1)[C@@]([H])(CCN(C(C)(C)[H])C(C)(C)[H])C2=CC=CC=C2,,1,3
OOIJMSVOEKAGEL-UHFFFAOYSA-N,O=C(N1CCC(CNc2ccncc2)CC1)OCc3ccccc3,0.13,1,4
OOOBJDSBUDMEPW-UHFFFAOYSA-N,N=C(N)SCCF,-0.272866847,1,3
OPBPMGYBSDKJBT-UHFFFAOYSA-N,c1c(c3c(cc1)C(=O)c1c(c(O)c2c(c1O)C(O)C(O)(CC)CC2OC1CC(C(C(O1)C)O)N1CCOCC1)C3=O)O,0.56,1,1
OPDMINTXIOYZMU-UHFFFAOYSA-N,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)ccc(C(F)(F)F)cc1,,0,8
OPNPQXLQERQBBV-UHFFFAOYSA-N,CCC(Br)(CC)C(=O)NC(N)=O,,1,5
OPQRBXUBWHDHPQ-UHFFFAOYSA-N,CCOC(=O)c2cnc1n(CC)ncc1c2NN=C(C)C,,1,9
OPUPOXAJQLJLJP-UHFFFAOYSA-N,CCN1N=NN(CCN2CCC(COC)(N(C3=CC=CC=C3)C(CCC)=O)CC2)C1=O,-0.71,1,1
OPXLLQIJSORQAM-UHFFFAOYSA-N,COC(=O)NC=2NC1=CC(=CC=C1N=2)C(=O)C=3C=CC=CC=3,,1,8
OPYGFNJSCUDTBT-UHFFFAOYSA-N,CC3(C)SC2C(NC(=O)C(N)c1ccccc1)C(=O)N2C3C(=O)OCOC(=O)C5N4C(CC4=O)S(=O)(=O)C5(C)C,,0,10
OQANPHBRHBJGNZ-UHFFFAOYSA-N,OC(=O)C1=C\C(C=CC1=O)=N/Nc2ccc(cc2)[S](=O)(=O)Nc3ccccn3,,0,2
OQDPVLVUJFGPGQ-UHFFFAOYSA-N,C4Oc3ccc(CN1CCN(CC1)c2ncccn2)cc3O4,,1,4
OQGWJZOWLHWFME-UHFFFAOYSA-N,CCC=1NC(=O)NC=1C(=O)C2=CC=NC=C2,,1,6
OQJFBUOFGHPMSR-UHFFFAOYSA-N,O=C(c1ccccn1)c2cnn3c(ccnc23)c4ccncc4,,1,10
ORFOPKXBNMVMKC-UHFFFAOYSA-N,CC(C)(O/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[n+]3ccccc3)/c4csc(N)n4)C(O)=O,,1,4
ORFOPKXBNMVMKC-UHFFFAOYSA-O,CC(C)(O/N=C(/C1=C/[S]C(N)=N1)C(=O)N[C@]3([H])C(=O)N4/C(=C(/C[N+]=2C=CC=CC=2)C[S][C@@]34[H])C(O)=O)C(O)=O,,0,2
ORHHLDSDCYBOHB-UHFFFAOYSA-N,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)cc(ccc1)N(=O)=O,,0,10
ORMBBVGVPWUEMQ-UHFFFAOYSA-N,Oc4cccc5CC2C1CCC(=O)CC1(CCN2CC3CC3)c45,,1,6
OROGSEYTTFOCAN-UHFFFAOYSA-N,O1C2C(O)C=CC3C(N(C)CC4)Cc5ccc(c1c5C234)OC,0.345999997,1,2
ORPZVEATXOARKK-UHFFFAOYSA-N,c1cc2c(c(c(c3ccccc3)nc2cc1)OCCNC([C@@H]1CCCN1)=O)C(=O)N[C@@H](CC)c1ccccc1,,0,5
ORRZGUBHBVWWOP-UHFFFAOYSA-N,CCC1(C)CC(=O)NC(=O)C1,,1,5
OSASVXMJTNOKOY-UHFFFAOYSA-N,CC(C)(O)C(Cl)(Cl)Cl,,1,4
OSQIRUUENNTOQL-UHFFFAOYSA-N,CCCC(C)(O)C1CC23C=CC1(OC)C4Oc5c(O)ccc6CC2N(CCC34c56)CC=C,,1,9
OSWKQSQWSQSPQH-UHFFFAOYSA-N,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C6=CC7=C(O6)C=CC=C7)=O)=O,,1,9
OSXOGVJHQHLKFO-UHFFFAOYSA-N,CC(Cc1ccccc1)NCCC3c2ccccc2Sc4ccccc34,,1,3
OTBXOEAOVRKTNQ-UHFFFAOYSA-N,O=C3CN2CC=1C(=C/C=C(/[Cl])C=1[Cl])N=C2N3,,1,4
OTGBLKZZZHLTFF-UHFFFAOYSA-N,CN(CC1=CC=C(SCCNC2=C(C=CN2)N(=O)=O)O1)C,-1.12,0,4
OTPPJICEBWOCKD-UHFFFAOYSA-N,CCCN(c1ccncc1)n2ccc3ccccc23,,1,5
OTVAEFIXJLOWRX-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,,1,1
OUDSBRTVNLOZBN-UHFFFAOYSA-N,Cc1ccc(cc1)[S](=O)(=O)NC(=O)NN2CCCCCC2,,0,6
OUDXRNQPVSMGDW-UHFFFAOYSA-N,O=C(Nc1c(O)ccc(Cl)c1)Nc2cc(C(F)(F)F)ccc2Cl,-0.3,1,7
OUSFTKFNBAZUKL-UHFFFAOYSA-N,CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCNCC3,-0.29,1,2
OVBPIULPVIDEAO-UHFFFAOYSA-N,Nc3nc(=O)c2nc(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)cnc2[nH]3,,1,4
OVSKIKFHRZPJSS-UHFFFAOYSA-N,O=C(O)COc1c(Cl)cc(Cl)cc1,0.15000001,1,9
OVSQVDMCBVZWGM-UHFFFAOYSA-N,OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]1O,,0,1
OVTRPNSKIPQZEC-UHFFFAOYSA-N,CCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(O)CC34C)C(=O)COC(C)=O,,1,4
OWCAKKIRPJUQFO-UHFFFAOYSA-N,CCCCCCCCCC1(C)OCC(COC(N)=O)O1,,1,3
OXFGTKPPFSCSMA-UHFFFAOYSA-N,CNC(C)C(O)c1ccc(O)cc1,,0,10
