InchiKey,smiles,logD,fold
LHAWBHQZJPVJOJ-UHFFFAOYSA-N,C[C@@H]1CN(C)CCN1c1ccc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1,3.15,5
LHCLWEHLDOMAOL-UHFFFAOYSA-N,CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,0.57,6
LHDGCEHIRUJNTD-UHFFFAOYSA-N,CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc3[nH]ncc3c2CC1(C)C,2,7
LHDMWLQERSCKIB-UHFFFAOYSA-N,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CCNCC2)ncc1Cl,1.56,7
LHKDIYKHGIOMPL-UHFFFAOYSA-N,CCCNC(=O)c1nnc2c(-c3ncccn3)cccc2c1N,1.86,10
LHNIIDJUOCFXAP-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,3.3,6
LHOFTARJKUMVFG-UHFFFAOYSA-N,CCn1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,3.2,7
LHPUTVJZYYLZDW-UHFFFAOYSA-N,CC(=O)Nc1nc(N)n(-c2ccccc2)n1,-0.2,5
LHQVVDIEPGMAMY-UHFFFAOYSA-N,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OCCCNCCCO)ccc1Cl,1.41,5
LHTSLMHEFKNOOX-UHFFFAOYSA-N,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2C(C)(C)Oc2ccc(C(F)(F)F)cc24)C3=O)cn1,3.8,7
LHUAYUBPRYGIMX-UHFFFAOYSA-N,CCOc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,2.55,3
LHVITJKAAOBDHR-UHFFFAOYSA-N,Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,0.2,8
LHZWKWCEAXQUMX-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(OCc2nc(-c3ccncc3)no2)CC1,3,5
LIBVHXXKHSODII-UHFFFAOYSA-N,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,2.23,9
LIFAQMGORKPVDH-UHFFFAOYSA-N,CCOc1ccc2ccc(=O)oc2c1,2.2,4
LIKAVDUPUINJPY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2c(c1)N(c1cccc[n+]1[O-])CC(C(F)F)(C(F)F)O2,3.2,2
LINHOSSSJLYLGM-UHFFFAOYSA-N,c1ccc(Nc2cc(Nc3ccccc3)[nH]n2)cc1,3.8,7
LINXGADXFCBIBN-UHFFFAOYSA-N,O=C(O)Cn1c2c(c3ccccc31)CN(C(=O)c1cccc(Cl)c1)CC2,-0.5,4
LIPNXDIBECKOMJ-UHFFFAOYSA-N,O=C(c1ccc(-c2ccc(Cl)cc2)o1)N(Cc1ccccn1)c1ccc(N2CCNCC2)cc1,3,2
LIRGOEPJYUZGAZ-UHFFFAOYSA-N,CNc1cnc(-c2ccc(F)cc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,1.86,1
LISFMEBWQUVKPJ-UHFFFAOYSA-N,O=c1ccc2ccccc2[nH]1,1.32,10
LIXBPKCPMMFCNP-UHFFFAOYSA-N,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O,3.43,8
LIYXXFOSHNQSRD-UHFFFAOYSA-N,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,3.1,2
LJBDZHNZGFGQNL-UHFFFAOYSA-N,Cc1nocc1C(=O)Nc1ccc(-c2ccccc2OC(F)(F)F)c(N)n1,3.7,10
LJBUZOGABRDGBR-UHFFFAOYSA-N,COc1ccc(OC)c(-c2cc(=O)[nH]c(=S)n2CC(N)=O)c1,0.34,4
LJECWHXUEMRNDY-UHFFFAOYSA-N,COc1cc(OC)nc(-n2ncc(Cl)c(Cl)c2=O)n1,1.4,7
LJFFXXBCMTXSHN-UHFFFAOYSA-N,Cn1c(-c2ccncc2)cc2onc(-c3ccccc3)c2c1=O,2.61,3
LJLXQHHFAKVTNP-UHFFFAOYSA-N,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,2.98,6
LJTNAYABPZKATH-UHFFFAOYSA-N,Cc1cc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cc(C(N)=O)c1,2.08,3
LJTOZIFFXNLWEQ-UHFFFAOYSA-N,Cc1c(CN[C@H]2CC[C@@H](F)C2)nn(CCC#N)c1-c1cc(F)cc(F)c1,1.5,6
LKBHAGGICJWHQQ-UHFFFAOYSA-N,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)c1cnc2[nH]ncc2c1,3.4,7
LKEWELOHCDVPMS-UHFFFAOYSA-N,Cc1cc(C)c(C(=O)N[C@@H](Cc2ccc(OCCCNc3ccccn3)cc2)C(=O)O)c(C)c1,0.49,6
LKFICSFQSQYFJF-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.59,1
LKJMLWXHYMALAY-UHFFFAOYSA-N,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C(F)(F)F)c23)CC1,1.5,6
LKJPYSCBVHEWIU-UHFFFAOYSA-N,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,2.87,1
LKPAOLJJSTXDIZ-UHFFFAOYSA-N,O=C(O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1,0.43,2
LKPBBFAJPOKZSN-UHFFFAOYSA-N,Cc1oc(-c2ccccc2)cc1C(=O)Nc1cccc(C(=O)O)c1,1.63,3
LKQFQMHHTDYTJF-UHFFFAOYSA-N,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NO,2.4,1
LKTSKFINPOYPKI-UHFFFAOYSA-N,Cc1cc(-c2ccc(-c3nc4ccncc4c(O)c3C#N)cc2)ccn1,1.6,3
LKTUCRCSDXSENT-UHFFFAOYSA-N,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,-0.25,8
LKVOYKPVSRJIAP-UHFFFAOYSA-N,N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,-0.25,8
LKYAZIWQMLWADO-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(OC(C)C)cc1,3.1,3
LKYSZEMWNWCNAM-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.87,2
LKZWCRGTHNZTQN-UHFFFAOYSA-N,c1ccc(-c2nnc(-c3ccccc3)s2)cc1,4.2,8
LLBCFKJRNSYTHI-UHFFFAOYSA-N,CNC1=Nc2ncccc2C(c2ccns2)=NC1c1cccs1,2.15,10
LLBLNMUONVVVPG-UHFFFAOYSA-N,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,2.25,8
LLBOKJHIOONDOB-UHFFFAOYSA-N,Nc1ncnc2c1nc(Sc1nc3cccc(Cl)c3s1)n2CCO,2.37,7
LLCRBOWRJOUJAE-UHFFFAOYSA-N,CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1,1.33,3
LLDSQULRNCBYBR-UHFFFAOYSA-N,Cc1ccsc1Cn1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,1.15,2
LLEFRKRVFNBTLZ-UHFFFAOYSA-N,CCCC(Oc1ccc(-n2cc(Cl)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,2.6,1
LLEJNWFSXZIFMW-UHFFFAOYSA-N,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@](C)(Cc3ccc(F)cc3)C(=O)O)CC2)CC1,2,1
LLPTWYAVHXNSIY-UHFFFAOYSA-N,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c5c(sc34)CCCC5)cccc12,4.1,1
LLVIHIGNWJROAZ-UHFFFAOYSA-N,Cc1ccccc1C1CCN(C[C@@H]2CCc3cccnc3C(C)(O)C2)CC1,2.9,1
LLVRQLGBXXYQQX-UHFFFAOYSA-N,O=C(NCCSCc1ccccc1)c1ccccc1,3.3,3
LMDXCMJWFMSUAI-UHFFFAOYSA-N,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,-0.82,8
LMEKQMALGUDUQG-UHFFFAOYSA-N,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,0.19,7
LMFNTPHSFMIWNQ-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(C(N)=O)cnc2cc1OCCN(C)CCO,3.2,4
LMJFJIDLEAWOQJ-UHFFFAOYSA-N,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,2.3,6
LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.37,5
LMLPLWPZYOTASZ-UHFFFAOYSA-N,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,3.525,10
LMMHUMUYOHSTKY-UHFFFAOYSA-N,c1cc2c(cc1CN1CCOCC1)OCO2,1.5,3
LMSXXLMCKQJXQH-UHFFFAOYSA-N,O=C(O)CNCCNc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,1.94,7
LMTGCJANOQOGPI-UHFFFAOYSA-N,CC(=O)N(C)c1ccccc1,1.05,8
LMXFTHGDSOBFJQ-UHFFFAOYSA-N,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CNCCO,1.31,1
LMZGMLCWYMKZIR-UHFFFAOYSA-N,Cn1ncc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCC2,3.4,7
LNCMUDVKXPYNMJ-UHFFFAOYSA-N,Cn1cc(C#N)cc1-c1c2c(=O)n(CCO)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,3,6
LNCZYHBVFQTPDF-UHFFFAOYSA-N,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccccc2)CC1,1.75,7
LNDYONFBBRPUCV-UHFFFAOYSA-N,CCCNC(=O)C[C@@H]1C[C@@]2(CO2)[C@H](O)[C@@H](/C=C/C(C)=C/C[C@@H]2O[C@H](C)[C@H](NC(=O)/C=C\\[C@H](C)OC(C)=O)C[C@@H]2C)O1,2.215,10
LNEPOXFFQSENCJ-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2.67,1
LNJBKOCRJULNLN-UHFFFAOYSA-N,O=C1C(=O)c2cc(-c3ccccc3F)ccc2-c2ccccc21,2.92,3
LNLGAIKWRXYMAM-UHFFFAOYSA-N,CC(=O)Nc1cccc(Nc2nc(NC3CC3)n3ncc(C#N)c3n2)c1,2.1,4
LNLQZVNPZUVDNW-UHFFFAOYSA-N,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,2.8,7
LNPDTQAFDNKSHK-UHFFFAOYSA-N,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,2.37,1
LNPZWSMIUHIJDV-UHFFFAOYSA-N,Cc1noc(CNC(=O)c2ccc(C)c(S(=O)(=O)Nc3ccc(-c4ccno4)cc3)c2)n1,2.3,3
LODATPFQIYRJKC-UHFFFAOYSA-N,NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,2.2,8
LOIDURPHCVSHLE-UHFFFAOYSA-N,CCn1nnc2c(C)c([C@@H](CC(=O)O)c3ccc4c(c3)CN(C(=O)c3c(C)c(C)cc(C)c3C)CC4)ccc21,1.39,7
LOIKOLAEHONJTE-UHFFFAOYSA-N,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2N)c1,2.14,4
LOLPPWBBNUVNQZ-UHFFFAOYSA-N,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,2.3,6
LOLWMDGFTABZFN-UHFFFAOYSA-N,Cc1cnc2nc3c(n2c1)-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C3,1.7,2
LONVUAYEINAMEC-UHFFFAOYSA-N,OC[C@H]1O[C@H](n2cc(COc3ccccc3)nn2)[C@@H](O)[C@@H](O)[C@@H]1O,-0.18,8
LORDFXWUHHSAQU-UHFFFAOYSA-N,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,3.77,5
LOSWDIGGZMWFHV-UHFFFAOYSA-N,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,4.2,2
LOUPRKONTZGTKE-UHFFFAOYSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,2.02,4
LOURISIOISPYCO-UHFFFAOYSA-N,O=C1CCOc2cc(COc3ccccc3)ccc21,3,5
LOXUZEQLPYVKQR-UHFFFAOYSA-N,CS(=O)(=O)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,1.5,4
LOYDORKEKHOQMI-UHFFFAOYSA-N,O=[N+]([O-])c1nccn1CC(O)CNC1CCCC[C@@H]1Br,1.21,7
LOYZMWUPYFKNEM-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)Cc2ccccc2)C1)C1CCCCC1,1.32,1
LOZXEVKVWUWSBV-UHFFFAOYSA-N,CN(C(=O)Cc1ccc(Cl)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.5,9
LPAASSSQKWGNMC-UHFFFAOYSA-N,O=C1OC(C(O)CO)C(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])=C1O,0.66,9
LPEPZBJOKDYZAD-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.01,9
LPFRIUKYXUNQKZ-UHFFFAOYSA-N,C=CCc1cc(NC(C)=O)ccc1OCCCNC(C)C,-0.01,10
LPGBXHWIQNZEJB-UHFFFAOYSA-N,Cc1ccc(-c2ccc(F)cc2COc2ccc(CCC(=O)O)cc2)cc1,3.24,1
LPHIWCBAJGQIIF-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N(C)C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,4.49,1
LPHSTAIXRBFEFQ-UHFFFAOYSA-N,COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,0.2,10
LPIMZWKKMREGHM-UHFFFAOYSA-N,CNCCN[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2F)CC1)C(C)C,2.5,1
LPLPZSMLCGODQL-UHFFFAOYSA-N,Cc1cnc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)s1,1.91,8
LPLQFQASZSTOMW-UHFFFAOYSA-N,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1CCCOC1)S(=O)(=O)c1ccc(Cl)cc1,3.7,9
LQACHSKOFRRQDO-UHFFFAOYSA-N,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3cncnc3)cc12,3.3,8
LQANXCMSNITJNJ-UHFFFAOYSA-N,COC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(Cl)c(F)c1,0.38,4
LQBPKSZZZCDYEW-UHFFFAOYSA-N,COCc1ccc(-c2cc3c(N[C@@H](C)c4nn(C)cc4F)c(C(N)=O)cnc3cc2F)cn1,3,6
LQCQUWQQYUOHAJ-UHFFFAOYSA-N,CC(=O)N1CCN(CCOc2ccc(C3(O)CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,2.2,10
LQCZDIMQFUOGJG-UHFFFAOYSA-N,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4cc(S(C)(=O)=O)ccc34)CC2)c1Cl,2.83,7
LQDVCPYRCOKNMV-UHFFFAOYSA-N,Cc1occc(=O)c1OCc1ccccc1,1.87,4
LQMRSUUERNSPLQ-UHFFFAOYSA-N,Cc1cc(=O)n(C[C@H](N)[C@H]2CC[C@H](NCc3ccc4c(n3)NC(=O)CO4)CC2)c2cc(F)ccc12,-0.05,6
LQNNUQKZSZVOBC-UHFFFAOYSA-N,CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,3.29,5
LQNUZADURLCDLV-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1,1.83,6
LQQPFOMYANFEHH-UHFFFAOYSA-N,CN(C)C(=O)CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.4,3
LQQYQPONDYAXFT-UHFFFAOYSA-N,CN1CC[C@@](O)(C#Cc2cccc(-c3ccc(N)c(C(N)=O)n3)c2)C1=O,1.7,8
LQSHXYHWYGKAMX-UHFFFAOYSA-N,COc1cc(C(N)=O)nc(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)c1,1.9,6
LQVXSNNAFNGRAH-UHFFFAOYSA-N,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,3.16,1
LQZGVZTWZJQLPS-UHFFFAOYSA-N,Cc1sc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)nc1C(F)(F)F,2.87,10
LRAAZMNBUIISTO-UHFFFAOYSA-N,Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl,0.9,4
LRBFONSWDTXIPJ-UHFFFAOYSA-N,CNC(=O)c1ccc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)nc1OC,3.2,8
LRDRLMCOSRRVKE-UHFFFAOYSA-N,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CCC(=O)N2C,2.87,9
LRFIHKNBXARJMM-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(F)cc3F)c(C(N)=O)cnc2cc1N1CCN(C)CC1,1.75,1
LRGCXHCITUNWDC-UHFFFAOYSA-N,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@@H](OC)C3)c2c1,1.14,3
LRGPGWYXQMQPLR-UHFFFAOYSA-N,Cc1cc(NC(=O)c2ccc(Cl)cc2)n(-c2ccccc2)n1,3.25,8
LRGYTDXXVVUMFV-UHFFFAOYSA-N,CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cc(C(F)(F)F)ccc21,3.9,5
LROWHZKBLPBFIX-UHFFFAOYSA-N,CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)c3ccccc3)C2)nc1C,0.4,10
LRVAVDULSVIXOM-UHFFFAOYSA-N,Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,1.35,9
LRVVTOGAGAXSRZ-UHFFFAOYSA-N,Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1,0.24,9
LRVWWMYFXPCSOS-UHFFFAOYSA-N,Cn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1,2.69,10
LRXZEVPYTMMFGS-UHFFFAOYSA-N,Cn1cc(-c2cncc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,1.9,9
LSAJWCHKLBVCHM-UHFFFAOYSA-N,c1cnn2ncc(-c3ccnc(Nc4cncnc4)n3)c2c1,2,8
LSBDFXRDZJMBSC-UHFFFAOYSA-N,NC(=O)Cc1ccccc1,0.3,6
LSHBRESJOLLYTF-UHFFFAOYSA-N,Cc1nn(C)cc1NC(=O)[C@@H]1[C@H]2CC[C@H](CC2)[C@H]1C(=O)c1ccc(-c2cc[nH]n2)cc1F,4,10
LSHDMKHXFDYKLP-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,3.02,1
LSIHYXGBAHHPTI-UHFFFAOYSA-N,Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,1.3,10
LSLSCWLXHGWMDU-UHFFFAOYSA-N,Cc1ccccc1-c1cccc(CNc2ccc(CCC(=O)O)c(F)c2)c1,2.86,8
LSLYOANBFKQKPT-UHFFFAOYSA-N,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,-0.06,10
LSNUPHZZOYTURX-UHFFFAOYSA-N,CCCSc1nc(N[C@H]2CC[C@H](C(=O)O)CC2)ccc1C(=O)NC1CCCCC1,2.01,2
LSSRJFFDFHBKHW-UHFFFAOYSA-N,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12,3.32,5
LSWRDSWKOXNBIK-UHFFFAOYSA-N,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12,2.7,9
LSXUTRRVVSPWDZ-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,1.82,5
LTBBKCQDVWVRBW-UHFFFAOYSA-N,COc1ccc(OCC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C#N)c1,2.3,5
LTEIHSGLROBHGJ-UHFFFAOYSA-N,COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)n4)CC3)c2c1,0.89,4
LTEJRLHKIYCEOX-UHFFFAOYSA-N,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,3.19,10
LTELLSHJEKDTRM-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,-0.65,6
LTHIETOWBQBYAF-UHFFFAOYSA-N,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,3.1,10
LTHIFJHWXVYMBK-UHFFFAOYSA-N,CCCSc1nc(N2CCC[C@@H](Cc3nnn[nH]3)C2)ccc1C(=O)NC1CCCCC1,2.4,5
LTINZAODLRIQIX-UHFFFAOYSA-N,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\\OC)c3csc(N)n3)[C@H]2SC1,1.7,9
LTKXCXFALXANGC-UHFFFAOYSA-N,CCn1ncc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc(C)n[nH]3)cc2)c1C(N)=O,2.9,8
LTQJNQDKHOMARK-UHFFFAOYSA-N,Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,4.33,5
LTSQDQVTNREIAO-UHFFFAOYSA-N,Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,2.22,8
LTYRZHLAUJRMPD-UHFFFAOYSA-N,Cn1c(N)nc(CCc2ccc3ccccc3c2)cc1=O,2.7,8
LTZIPSVUUPYNGF-UHFFFAOYSA-N,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,-0.42,1
LTZRVNRMZXWRRI-UHFFFAOYSA-N,O=C(NCCN1CCCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,2.39,7
LUAFLHQGGFUREA-UHFFFAOYSA-N,CNc1c(Cl)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,2.63,8
LUGPNDHPEZLAMX-UHFFFAOYSA-N,CNC(=O)c1cccc(S(=O)(=O)Nc2ncc(C)nc2OC)c1-c1ccc(CC(C)C)cc1,1.68,7
LUGYILCUTNOWCZ-UHFFFAOYSA-N,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(O)cc54)CC3)nc2N1,0.52,4
LUKBXSAWLPMMSZ-UHFFFAOYSA-N,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,2.9,4
LUKVWNKSMOCBLZ-UHFFFAOYSA-N,Cc1sc2ncnc(SCC(=O)N3CCCC3)c2c1C,2.89,1
LUPHOOKVGNVAFT-UHFFFAOYSA-N,O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,4.24,6
LUQKXAUEQLCNBP-UHFFFAOYSA-N,CCNC(=O)N1[C@@H]2CC[C@@H]1CN(c1ccnc(Nc3cnn(C)c3)n1)C2,1.44,2
LUVQLVJTOZVLDB-UHFFFAOYSA-N,O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2Br)cc1,2.28,7
LUWAFTMWTNSNCC-UHFFFAOYSA-N,O=C(O)CCc1ccc(-c2cc(F)c3cnn(-c4ccccn4)c3c2)cc1,2.8,9
LUYCLSKIFGYZQS-UHFFFAOYSA-N,CC(C)c1ccc(Sc2cnc(O)c(C(=O)NCc3ccccc3)c2)cc1,3.7,8
LVEANWTYTQIIGW-UHFFFAOYSA-N,Cn1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c21,-0.8,4
LVEFGWOODGSMBV-UHFFFAOYSA-N,CCCc1c(OCc2cccc(NC(=O)c3ccccc3C(=O)O)c2)ccc(C(C)=O)c1O,1.9,6
LVJQXWMGNCWNJH-UHFFFAOYSA-N,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccnnc3)cc12,3.1,10
LVMHEZDWBDFFQG-UHFFFAOYSA-N,Oc1c2ncc3ccccc3c2nn1-c1ccccc1,0.8,8
LVPYVYFMCKYFCZ-UHFFFAOYSA-N,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,2.6,6
LVSWNSHUTPWCNF-UHFFFAOYSA-N,CCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CC)c1=O,3.3,10
LVUQCTGSDJLWCE-UHFFFAOYSA-N,O=C1CCCN1Cc1ccccc1,1.32,7
LVXBUMWPFFTWIQ-UHFFFAOYSA-N,COc1cc(C#N)c2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2c1,1.86,9
